0.06457102,0.2530681,0.05795949,0.009016821,0,0.01393549,0.003942284,0.04321616,0.018082846,0.024097154,0.078496255,0.029628348,0.011572657,0.03188084,0.0066703362,0,0.11983199,0.0070584817,0.024037853,0.016349636,0.053904545,0.11395842,0.15290217,0.09227711,0.034690104,0.062358122,0.06970252,0.008884379,0.05284633,0.17285833,0.021057952,0.028988011,0.016276807,0.09579931,0.015745198,0.015918802,0,0.045616813,0.0006377776,0.010736382,0.03158314,0.0051232567,0.049184367,0.0024090335,0.06960514,0.024645427,0.036956847,0.01414861,0.02204445,0.0062612216,0,0.5155804,0.0011236924,0,0.009820346,0.027317047,0.0109707555,0.0069242483,0.01932791,0,0.08096743,0.2002163,0.21576525,0
0.008507754,0.14587279,0.0060378965,0.003513379,0.008284135,0.0076946076,0.012705302,0.05906524,0,0.010490516,0.07967509,0.025325209,0,0,0,0.0030770157,0.10130797,0.044860773,0.052720647,0.01847956,0.014545174,0.006183734,0.018971294,0.025474181,0.10648255,0.00847129,0.017364273,0.002732345,0.030632619,0.03133756,0.01745791,0,0.16310973,0.12695727,0.005966472,0.0073781945,0.02725185,0.17897873,0.010608888,0.006715296,0.01216772,0.0025846132,0.003351109,0.023789195,0.06333727,0.008514063,0.0066022133,0.014200967,0.016195469,0,0,0.2657373,0.00089168083,0.005529015,0.068667166,0.0007808816,0.063266374,0.0054293997,0.010737098,0.007833619,0.017311802,0.058004063,0.11540425,0.0076451744
0.25061756,0.36327872,0.06406613,0.10324981,0.016434755,0.19406977,0.05876372,0.31020918,0.1492384,0.11543742,0.11434107,0.14516374,0.052786812,0.15756841,0.078542046,0.26825953,0.16153572,0.23340368,0.17850831,0.22209111,0.26705396,0.4905862,0.09921959,0.20139086,0.13749819,0.16976985,0.2918358,0.17975569,0.17164545,0.12315406,0.22908647,0.17031908,0.040302508,0.1630509,0.16700324,0.0837188,0.14879312,0.21208651,0.08569936,0.30605793,0.12677303,0.1320382,0.14207451,0.08348668,0.1359617,0.19248675,0.22352043,0.45922804,0.17340776,0.17399924,0.19166836,0.2007539,0.22207159,0.26081347,0.31615752,0.085155696,0.33909732,0.067832485,0.31488246,0.28285965,0.1838085,0.48128054,0.21537855,0.16254881
0.2789029,0.14227757,0.14085028,0.20627445,0.13368016,0.075481944,0.06885867,0.16273037,0.055505093,0.2352151,0.15261477,0.2154988,0.020045482,0.10069349,0.109450474,0.16685405,0.18658231,0.20418663,0.17254561,0.1410031,0.15208656,0.17351335,0.19295605,0.17292625,0.25079936,0.16853839,0.20579629,0.1395549,0.14461929,0.20452562,0.23220655,0.05573561,0.41790348,0.16408981,0.14886028,0.27005327,0.38603285,0.21373397,0.08983965,0.16594759,0.16468717,0.26492617,0.07317457,0.2166015,0.1639499,0.19008233,0.19936478,0.3212328,0.27720144,0.12951769,0.20293418,0.21809524,0.21210867,0.12973525,0.21000056,0.14461601,0.38534635,0.07642955,0.16831547,0.20801225,0.13212413,0.1792368,0.28968036,0.19962996
0.19696939,0.3722599,0.07179208,0.061717045,0.009188879,0.16322091,0.04496736,0.21763188,0.037166055,0.118706614,0.07746901,0.1654247,0.1981023,0.17845793,0.06665317,0.11637443,0.13220608,0.18440281,0.22392347,0.25231147,0.20287138,0.44134572,0.2396127,0.12535281,0.0787974,0.108096555,0.19578348,0.17921829,0.24640782,0.12298513,0.26698804,0.16236363,0.047067165,0.079234116,0.102103524,0.1483693,0.064310744,0.16133843,0.031826742,0.10789517,0.15144943,0.060095757,0.25507706,0.09510261,0.19866547,0.07175197,0.12224779,0.19549012,0.08530195,0.18992428,0.06904855,0.17714414,0.21166362,0.05014219,0.1827999,0.059557296,0.12163162,0.036171485,0.17138793,0.08421794,0.060336415,0.36955234,0.103591844,0.091493055
0.18361777,0.16931738,0.07643038,0.15212546,0.060640894,0.107391134,0.06317994,0.11633005,0.09000322,0.1851874,0.1330657,0.17334203,0.11029841,0.031474426,0.070369124,0.09800765,0.16624393,0.19782847,0.22947326,0.13960539,0.120188504,0.15928426,0.15827212,0.12441549,0.18945621,0.107679114,0.08440637,0.15987457,0.25627318,0.1707555,0.22521883,0.018078558,0.30891937,0.050461948,0.08394294,0.21846549,0.3242716,0.1884476,0.09068278,0.15803772,0.12656967,0.10505037,0.100105554,0.18846056,0.143885,0.14696486,0.06415539,0.18290073,0.16094765,0.18640965,0.13208811,0.16253953,0.1924828,0.057689004,0.21677718,0.08547507,0.12207179,0.082428485,0.13076255,0.12373726,0.042705912,0.12540136,0.15858978,0.14121267
0.0020560245,0.017747099,0.014316658,0.06291069,0,0.00527078,0.006588989,0.11082697,0,0.0027142167,0.022128016,0.028040398,0.1691769,0.026892263,0,0.16383637,0.047374412,0.1365055,0.028933669,0,0.12221791,0.11342922,0.06934343,0.00018433854,0,0.00499873,0,0.0034275372,0.016045041,0.07960387,0.013063715,0,0.03642011,0.022946002,0.0033534565,0,0,0.08614255,0.05444267,0.0042982586,0.024740014,0.0018451716,0.012339808,0.0007631546,0.087241985,0.0038394285,0,0.009641131,0.00474125,0.009020069,0.40249962,0.036707137,0.021064207,0.0022698026,0.0089159515,0.08829434,0.059051,0.011326641,0.0001661438,0.0016749548,0.04705165,0.011409038,0.020493839,0.009963361
0.0014284141,0.00468696,0,0.010858345,0.01243595,0.013372543,0.037280057,0,0,0.057700455,0.030766087,0.0130503625,0.15658717,0.077569276,0.016725987,0.26083565,0.012283212,0.028164063,0.0033703754,0.033858996,0.01276629,0.39573276,0.2434711,0,0.016718918,0.0013817409,0.001541832,0.00014209723,0.0452992,0.19561803,0.049105383,0,0.24998553,0.0051523633,0.0034743098,0,0.0024255915,0.08708213,0.090435185,0.0051421924,0.037673872,0.0022737975,0.044187874,0.0031818151,0.15048079,0,0.03689526,0.06271839,0.168053,0.03395859,0.6352238,0,0.016139274,0,0.021551924,0.12832141,0.18853694,0.0067186765,0.07257104,0.013946702,0.08197936,0,0.045152754,0.0034843115
0.22056367,0.112561904,0.1439715,0.11670581,0.17484364,0.16131204,0.15045899,0.17726699,0.14520513,0.21047357,0.20159432,0.21052344,0.31344,0.12002069,0.27798182,0.25223333,0.13173713,0.35145146,0.25117853,0.09661887,0.27418995,0.13532735,0.09586319,0.19585457,0.13926178,0.10511283,0.17853332,0.19026949,0.03736691,0.11809429,0.16959693,0.19587524,0.18556726,0.14496809,0.083415695,0.111736454,0.21514842,0.081191346,0.19879101,0.2726074,0.16052444,0.37453592,0.104206115,0.23502092,0.32518676,0.14950368,0.21121842,0.25370532,0.15837845,0.16725518,0.34468377,0.11453923,0.2501436,0.26104853,0.13385522,0.08434086,0.3487526,0.10098844,0.09782608,0.26101217,0.20409822,0.042927418,0.19681159,0.13682489
0.322162,0.05124191,0.28378353,0.28513154,0.09733881,0.20007049,0.1672468,0.2328425,0.08571421,0.29694796,0.09833928,0.23327519,0.08581694,0.13944042,0.30199745,0.2373627,0.1918603,0.2953081,0.35257488,0.19779295,0.13098809,0.34772462,0.1909206,0.12767997,0.21461375,0.16679108,0.13144767,0.17762381,0.18412565,0.024275575,0.2874312,0.101821795,0.20476569,0.10054429,0.19016795,0.07686526,0.1960864,0.15491934,0.065799385,0.30651364,0.1555714,0.23255101,0.110748634,0.18601075,0.09700197,0.16021398,0.20895168,0.34830552,0.16124594,0.15620618,0.08823976,0.18100774,0.17926797,0.22334823,0.13570464,0.07040321,0.39385793,0.16306037,0.2819803,0.3065573,0.24038792,0.19125044,0.16209835,0.16093716
